qnm,output_norm
0.01298,281.2277688
0.01299,265.8602285
0.013,237.0984812
0.01301,279.8488575
0.01302,279.1474731
0.01303,282.9605511
0.01304,296.5585081
0.01305,274.2309005
0.01306,292.0906452
0.01307,272.3267473
0.01308,277.2907796
0.01309,280.7735618
0.0131,259.042043
0.01311,280.9340457
0.01312,281.1072984
0.01313,269.0681048
0.01314,272.5961156
0.01315,252.0485349
0.01316,240.6851747
0.01317,271.4535215
0.01318,252.9356855
0.01319,275.1450403
0.0132,253.0096909
0.01321,272.4533737
0.01322,266.9885081
0.01323,255.836922
0.01324,286.0340995
0.01325,254.7554301
0.01326,258.9556989
0.01327,246.5914651
0.01328,273.2018817
0.01329,309.7855914
0.0133,264.5455914
0.01331,283.3697043
0.01332,270.9173387
0.01333,259.0383737
0.01334,258.7807796
0.01335,258.3506586
0.01336,257.530336
0.01337,296.0189382
0.01338,229.0600806
0.01339,306.6702285
0.0134,262.8773253
0.01341,261.345672
0.01342,290.5386022
0.01343,247.117043
0.01344,296.7639113
0.01345,311.0527285
0.01346,252.6545833
0.01347,238.0306452
0.01348,276.980457
0.01349,274.009422
0.0135,259.6447312
0.01351,256.7829301
0.01352,271.1017608
0.01353,246.9662231
0.01354,262.3760081
0.01355,232.1851613
0.01356,245.2202016
0.01357,245.1511559
0.01358,263.7202554
0.01359,249.7875269
0.0136,222.0230914
0.01361,285.2541667
0.01362,253.5610618
0.01363,245.9872177
0.01364,266.6093414
0.01365,257.9382661
0.01366,271.0644086
0.01367,285.1319355
0.01368,249.423078
0.01369,265.7496237
0.0137,255.4978091
0.01371,277.0355645
0.01372,229.3496505
0.01373,238.6356452
0.01374,273.446828
0.01375,247.9048118
0.01376,237.4793414
0.01377,234.7434409
0.01378,223.8903226
0.01379,266.7343548
0.0138,258.8401075
0.01381,211.1198522
0.01382,235.4854167
0.01383,258.4809946
0.01384,236.8118145
0.01385,253.9636559
0.01386,231.4561694
0.01387,260.6664651
0.01388,257.0876478
0.01389,246.5176075
0.0139,277.4381586
0.01391,259.4293817
0.01392,266.0810349
0.01393,249.5807527
0.01394,288.6957527
0.01395,255.004879
0.01396,251.6447849
0.01397,265.6190591
0.01398,229.0641667
0.01399,251.5615726
0.014,259.2576747
0.01401,270.5363844
0.01402,248.7147043
0.01403,217.0949328
0.01404,269.5601747
0.01405,257.4522715
0.01406,247.1355511
0.01407,248.6886962
0.01408,204.904543
0.01409,247.2158199
0.0141,273.9656048
0.01411,246.4275672
0.01412,241.413172
0.01413,238.3570833
0.01414,253.8582392
0.01415,275.9965995
0.01416,253.246371
0.01417,282.8887231
0.01418,248.4835887
0.01419,240.7039919
0.0142,254.9415054
0.01421,246.0360753
0.01422,230.8849866
0.01423,237.6619758
0.01424,256.0977554
0.01425,258.3033065
0.01426,250.9738844
0.01427,244.1514113
0.01428,275.7923387
0.01429,229.8977823
0.0143,243.4644624
0.01431,258.1838441
0.01432,244.1694086
0.01433,249.7272849
0.01434,253.0925269
0.01435,235.6142876
0.01436,246.1936156
0.01437,241.5326344
0.01438,278.229207
0.01439,240.3133199
0.0144,243.2252554
0.01441,245.4435215
0.01442,230.2589516
0.01443,234.2235081
0.01444,269.8752151
0.01445,205.9847984
0.01446,259.0548925
0.01447,250.0650403
0.01448,242.7261156
0.01449,223.7975403
0.0145,243.9024328
0.01451,222.4001075
0.01452,269.4892339
0.01453,247.4602554
0.01454,240.2746102
0.01455,236.6521237
0.01456,249.3650941
0.01457,241.8630376
0.01458,252.8541129
0.01459,265.4656989
0.0146,221.9332661
0.01461,225.3460081
0.01462,236.8951613
0.01463,241.3584812
0.01464,235.3264382
0.01465,254.7265323
0.01466,247.4088306
0.01467,207.5527688
0.01468,242.29875
0.01469,222.0796774
0.0147,233.6442608
0.01471,214.5697446
0.01472,204.757836
0.01473,217.6904973
0.01474,223.6600269
0.01475,231.5053898
0.01476,259.5180108
0.01477,226.9366935
0.01478,232.0788441
0.01479,224.5981989
0.0148,229.5625403
0.01481,248.3652016
0.01482,255.8035484
0.01483,212.6566667
0.01484,196.4481317
0.01485,221.3654167
0.01486,230.9705645
0.01487,196.2016532
0.01488,227.9038038
0.01489,259.0389651
0.0149,236.7044489
0.01491,248.6740323
0.01492,200.734664
0.01493,218.8840457
0.01494,227.5320296
0.01495,239.292621
0.01496,221.0802419
0.01497,224.8251882
0.01498,246.874207
0.01499,233.0122446
0.015,241.2508333
